participant,statement_id,vote,updated_at
p24,24,1,2026-09-01T04:18:20.663Z
p25,1,1,2026-09-01T04:18:20.078Z
p25,2,1,2026-09-01T04:18:20.266Z
p25,3,1,2026-09-01T04:18:20.425Z
p25,4,1,2026-09-01T04:18:20.572Z
p25,5,1,2026-09-01T04:18:20.781Z
p25,6,-1,2026-09-01T04:18:20.948Z
p25,7,0,2026-09-01T04:18:21.081Z
p25,8,-1,2026-09-01T04:18:21.248Z
p25,9,1,2026-09-01T04:18:21.402Z
p25,10,-1,2026-09-01T04:18:21.559Z
p25,11,1,2026-09-01T04:18:21.712Z
p25,12,-1,2026-09-01T04:18:21.837Z
p25,13,-1,2026-09-01T04:18:21.993Z
p25,14,1,2026-09-01T04:18:22.144Z
p25,15,1,2026-09-01T04:18:22.266Z
p25,16,1,2026-09-01T04:18:22.392Z
p25,17,1,2026-09-01T04:18:22.544Z
p25,18,1,2026-09-01T04:18:22.742Z
p25,19,0,2026-09-01T04:18:22.882Z
p25,20,1,2026-09-01T04:18:23.024Z
p25,21,0,2026-09-01T04:18:23.192Z
p25,22,1,2026-09-01T04:18:23.314Z
p25,23,1,2026-09-01T04:18:23.443Z
p25,24,1,2026-09-01T04:18:23.592Z
p26,1,1,2026-09-01T04:18:20.511Z
p26,2,1,2026-09-01T04:18:20.692Z
p26,3,0,2026-09-01T04:18:20.880Z
p26,4,1,2026-09-01T04:18:21.082Z
p26,5,1,2026-09-01T04:18:21.217Z
p26,6,-1,2026-09-01T04:18:21.343Z
p26,7,1,2026-09-01T04:18:21.465Z
p26,8,-1,2026-09-01T04:18:21.590Z
p26,9,1,2026-09-01T04:18:21.739Z
p26,10,1,2026-09-01T04:18:21.902Z
p26,11,1,2026-09-01T04:18:22.055Z
p26,12,-1,2026-09-01T04:18:22.256Z
p26,13,-1,2026-09-01T04:18:22.423Z
p26,14,1,2026-09-01T04:18:22.560Z
p26,15,1,2026-09-01T04:18:22.663Z
p26,16,-1,2026-09-01T04:18:22.798Z
p26,17,1,2026-09-01T04:18:22.903Z
p26,18,1,2026-09-01T04:18:23.039Z
p26,19,0,2026-09-01T04:18:23.161Z
p26,20,1,2026-09-01T04:18:23.313Z
p26,21,1,2026-09-01T04:18:23.475Z
p26,22,-1,2026-09-01T04:18:23.643Z
p26,23,-1,2026-09-01T04:18:23.790Z
p26,24,0,2026-09-01T04:18:23.922Z
p27,1,0,2026-09-01T04:18:20.729Z
p27,2,1,2026-09-01T04:18:20.886Z
p27,3,1,2026-09-01T04:18:21.039Z
p27,4,1,2026-09-01T04:18:21.230Z
p27,5,1,2026-09-01T04:18:21.404Z
p27,6,0,2026-09-01T04:18:21.559Z
p27,7,1,2026-09-01T04:18:21.743Z
p27,8,-1,2026-09-01T04:18:21.930Z
p27,9,1,2026-09-01T04:18:22.113Z
p27,10,-1,2026-09-01T04:18:22.294Z
p27,11,1,2026-09-01T04:18:22.453Z
p27,12,0,2026-09-01T04:18:22.589Z
p27,13,-1,2026-09-01T04:18:22.744Z
p27,14,-1,2026-09-01T04:18:22.877Z
p27,15,0,2026-09-01T04:18:23.016Z
p27,16,0,2026-09-01T04:18:23.193Z
p27,17,1,2026-09-01T04:18:23.357Z
p27,18,1,2026-09-01T04:18:23.534Z
p27,19,-1,2026-09-01T04:18:23.706Z
p27,20,0,2026-09-01T04:18:23.859Z
p27,21,1,2026-09-01T04:18:23.985Z
p27,22,1,2026-09-01T04:18:24.133Z
p27,23,1,2026-09-01T04:18:24.331Z
p27,24,1,2026-09-01T04:18:24.547Z
p28,1,1,2026-09-01T04:18:20.749Z
p28,2,1,2026-09-01T04:18:20.885Z
p28,3,1,2026-09-01T04:18:21.035Z
p28,4,1,2026-09-01T04:18:21.197Z
p28,5,1,2026-09-01T04:18:21.375Z
p28,6,-1,2026-09-01T04:18:21.550Z
p28,7,1,2026-09-01T04:18:21.716Z
p28,8,0,2026-09-01T04:18:21.886Z
p28,9,-1,2026-09-01T04:18:22.050Z
p28,10,1,2026-09-01T04:18:22.171Z
p28,11,1,2026-09-01T04:18:22.289Z
p28,12,-1,2026-09-01T04:18:22.394Z
p28,13,-1,2026-09-01T04:18:22.544Z
p28,14,-1,2026-09-01T04:18:22.715Z
p28,15,0,2026-09-01T04:18:22.893Z
p28,16,-1,2026-09-01T04:18:23.066Z
p28,17,1,2026-09-01T04:18:23.223Z
p28,18,1,2026-09-01T04:18:23.323Z
p28,19,0,2026-09-01T04:18:23.474Z
p28,20,1,2026-09-01T04:18:23.615Z
p28,21,1,2026-09-01T04:18:23.797Z
p28,22,1,2026-09-01T04:18:23.953Z
p28,23,-1,2026-09-01T04:18:24.078Z
p28,24,1,2026-09-01T04:18:24.200Z
p29,1,1,2026-09-01T04:18:20.825Z
p29,2,1,2026-09-01T04:18:20.989Z
p29,3,1,2026-09-01T04:18:21.134Z
p29,4,1,2026-09-01T04:18:21.320Z
p29,5,1,2026-09-01T04:18:21.466Z
p29,6,-1,2026-09-01T04:18:21.622Z
p29,7,1,2026-09-01T04:18:21.778Z
p29,8,1,2026-09-01T04:18:21.902Z
p29,9,1,2026-09-01T04:18:22.023Z
p29,10,1,2026-09-01T04:18:22.175Z
p29,11,1,2026-09-01T04:18:22.327Z
p29,12,-1,2026-09-01T04:18:22.485Z
p29,13,-1,2026-09-01T04:18:22.650Z
p29,14,1,2026-09-01T04:18:22.815Z
p29,15,1,2026-09-01T04:18:22.973Z
p29,16,1,2026-09-01T04:18:23.130Z
p29,17,1,2026-09-01T04:18:23.313Z
p29,18,0,2026-09-01T04:18:23.444Z
p29,19,1,2026-09-01T04:18:23.591Z
p29,20,1,2026-09-01T04:18:23.727Z
p29,21,1,2026-09-01T04:18:23.891Z
p29,22,1,2026-09-01T04:18:24.075Z
p29,23,0,2026-09-01T04:18:24.216Z
p29,24,1,2026-09-01T04:18:24.322Z
p30,1,1,2026-09-01T04:18:21.103Z
p30,2,1,2026-09-01T04:18:21.210Z
p30,3,1,2026-09-01T04:18:21.371Z
p30,4,1,2026-09-01T04:18:21.560Z
p30,5,1,2026-09-01T04:18:21.712Z
p30,6,-1,2026-09-01T04:18:21.838Z
p30,7,1,2026-09-01T04:18:21.997Z
p30,8,-1,2026-09-01T04:18:22.143Z
p30,9,0,2026-09-01T04:18:22.297Z
p30,10,0,2026-09-01T04:18:22.484Z
p30,11,1,2026-09-01T04:18:22.682Z
p30,12,-1,2026-09-01T04:18:22.815Z
p30,13,-1,2026-09-01T04:18:22.975Z
p30,14,0,2026-09-01T04:18:23.157Z
p30,15,1,2026-09-01T04:18:23.343Z
p30,16,0,2026-09-01T04:18:23.530Z
p30,17,1,2026-09-01T04:18:23.705Z
p30,18,1,2026-09-01T04:18:23.887Z
p30,19,0,2026-09-01T04:18:24.044Z
p30,20,1,2026-09-01T04:18:24.142Z
p30,21,1,2026-09-01T04:18:24.263Z
p30,22,1,2026-09-01T04:18:24.394Z
p30,23,1,2026-09-01T04:18:24.521Z
p30,24,1,2026-09-01T04:18:24.643Z
p31,1,1,2026-09-01T04:18:21.124Z
p31,2,1,2026-09-01T04:18:21.281Z
p31,3,1,2026-09-01T04:18:21.402Z
p31,4,0,2026-09-01T04:18:21.528Z
p31,5,1,2026-09-01T04:18:21.653Z
p31,6,-1,2026-09-01T04:18:21.778Z
p31,7,1,2026-09-01T04:18:21.903Z
p31,8,-1,2026-09-01T04:18:22.054Z
p31,9,0,2026-09-01T04:18:22.230Z
p31,10,1,2026-09-01T04:18:22.424Z
p31,11,1,2026-09-01T04:18:22.563Z
p31,12,-1,2026-09-01T04:18:22.742Z
p31,13,-1,2026-09-01T04:18:22.915Z
p31,14,0,2026-09-01T04:18:23.103Z
p31,15,1,2026-09-01T04:18:23.256Z
p31,16,1,2026-09-01T04:18:23.380Z
p31,17,1,2026-09-01T04:18:23.535Z
p31,18,1,2026-09-01T04:18:23.706Z
p31,19,1,2026-09-01T04:18:23.838Z
p31,20,1,2026-09-01T04:18:24.013Z
p31,21,0,2026-09-01T04:18:24.140Z
p31,22,1,2026-09-01T04:18:24.306Z
p31,23,1,2026-09-01T04:18:24.473Z
p31,24,1,2026-09-01T04:18:24.642Z
p32,1,1,2026-09-01T04:18:21.134Z
p32,2,1,2026-09-01T04:18:21.323Z
p32,3,1,2026-09-01T04:18:21.494Z
p32,4,-1,2026-09-01T04:18:21.684Z
p32,5,0,2026-09-01T04:18:21.838Z
p32,6,-1,2026-09-01T04:18:21.965Z
p32,7,0,2026-09-01T04:18:22.081Z
p32,8,-1,2026-09-01T04:18:22.202Z
p32,9,0,2026-09-01T04:18:22.328Z
p32,10,1,2026-09-01T04:18:22.454Z
p32,11,1,2026-09-01T04:18:22.562Z
p32,12,-1,2026-09-01T04:18:22.740Z
p32,13,-1,2026-09-01T04:18:22.876Z
p32,14,1,2026-09-01T04:18:23.022Z
p32,15,1,2026-09-01T04:18:23.192Z
p32,16,1,2026-09-01T04:18:23.342Z
p32,17,1,2026-09-01T04:18:23.502Z
p32,18,1,2026-09-01T04:18:23.644Z
p32,19,1,2026-09-01T04:18:23.821Z
p32,20,1,2026-09-01T04:18:24.016Z
p32,21,1,2026-09-01T04:18:24.228Z
p32,22,1,2026-09-01T04:18:24.414Z
p32,23,1,2026-09-01T04:18:25.180Z
p32,24,1,2026-09-01T04:18:25.341Z
p33,1,1,2026-09-01T04:18:23.727Z
p33,2,1,2026-09-01T04:18:23.859Z
p33,3,1,2026-09-01T04:18:24.017Z
p33,4,1,2026-09-01T04:18:24.230Z
p33,5,-1,2026-09-01T04:18:24.422Z
p33,6,0,2026-09-01T04:18:24.607Z
p33,7,1,2026-09-01T04:18:24.760Z
p33,8,0,2026-09-01T04:18:24.919Z
p33,9,-1,2026-09-01T04:18:25.119Z
p33,10,0,2026-09-01T04:18:25.288Z
p33,11,1,2026-09-01T04:18:25.428Z
p33,12,-1,2026-09-01T04:18:25.589Z
p33,13,0,2026-09-01T04:18:25.773Z
p33,14,-1,2026-09-01T04:18:25.952Z
p33,15,1,2026-09-01T04:18:26.137Z
p33,16,1,2026-09-01T04:18:26.295Z
p33,17,1,2026-09-01T04:18:26.452Z
p33,18,1,2026-09-01T04:18:26.604Z
p33,19,1,2026-09-01T04:18:26.709Z
p33,20,1,2026-09-01T04:18:26.837Z
p33,21,1,2026-09-01T04:18:27.036Z
p33,22,1,2026-09-01T04:18:27.218Z
p33,23,-1,2026-09-01T04:18:27.398Z
p33,24,-1,2026-09-01T04:18:27.550Z
p34,1,1,2026-09-01T04:18:24.072Z
p34,2,1,2026-09-01T04:18:24.237Z
p34,3,1,2026-09-01T04:18:24.425Z
p34,4,1,2026-09-01T04:18:24.610Z
p34,5,1,2026-09-01T04:18:24.788Z
p34,6,0,2026-09-01T04:18:24.981Z
p34,7,1,2026-09-01T04:18:25.144Z
p34,8,1,2026-09-01T04:18:25.252Z
p34,9,1,2026-09-01T04:18:25.405Z
p34,10,-1,2026-09-01T04:18:25.552Z
p34,11,1,2026-09-01T04:18:25.663Z
p34,12,-1,2026-09-01T04:18:25.789Z
p34,13,-1,2026-09-01T04:18:25.922Z
p34,14,-1,2026-09-01T04:18:26.074Z
p34,15,1,2026-09-01T04:18:26.231Z
p34,16,-1,2026-09-01T04:18:26.361Z
p34,17,-1,2026-09-01T04:18:26.484Z
p34,18,1,2026-09-01T04:18:26.632Z
p34,19,1,2026-09-01T04:18:26.793Z
p34,20,1,2026-09-01T04:18:26.914Z
p34,21,1,2026-09-01T04:18:27.061Z
p34,22,1,2026-09-01T04:18:27.228Z
p34,23,1,2026-09-01T04:18:27.399Z
p34,24,1,2026-09-01T04:18:27.582Z
p35,1,1,2026-09-01T04:18:24.323Z
p35,2,1,2026-09-01T04:18:24.456Z
p35,3,1,2026-09-01T04:18:24.579Z
p35,4,1,2026-09-01T04:18:24.701Z
p35,5,1,2026-09-01T04:18:24.822Z
p35,6,1,2026-09-01T04:18:24.981Z
p35,7,1,2026-09-01T04:18:25.173Z
p35,8,-1,2026-09-01T04:18:25.310Z
p35,9,1,2026-09-01T04:18:25.490Z
p35,10,1,2026-09-01T04:18:25.683Z
p35,11,1,2026-09-01T04:18:25.849Z
p35,12,-1,2026-09-01T04:18:26.015Z
p35,13,-1,2026-09-01T04:18:26.168Z
p35,14,1,2026-09-01T04:18:26.296Z
p35,15,0,2026-09-01T04:18:26.451Z
p35,16,1,2026-09-01T04:18:26.604Z
p35,17,-1,2026-09-01T04:18:26.747Z
p35,18,1,2026-09-01T04:18:26.945Z
p35,19,-1,2026-09-01T04:18:27.126Z
p35,20,0,2026-09-01T04:18:27.245Z
p35,21,1,2026-09-01T04:18:27.367Z
p35,22,0,2026-09-01T04:18:27.517Z
p35,23,1,2026-09-01T04:18:27.673Z
p35,24,1,2026-09-01T04:18:27.829Z
p36,1,1,2026-09-01T04:18:24.457Z
p36,2,1,2026-09-01T04:18:24.579Z
p36,3,1,2026-09-01T04:18:24.730Z
p36,4,1,2026-09-01T04:18:24.923Z
p36,5,1,2026-09-01T04:18:25.087Z
p36,6,-1,2026-09-01T04:18:25.241Z
p36,7,1,2026-09-01T04:18:25.400Z
p36,8,1,2026-09-01T04:18:25.576Z
p36,9,1,2026-09-01T04:18:25.740Z
p36,10,1,2026-09-01T04:18:25.895Z
p36,11,1,2026-09-01T04:18:26.075Z
p36,12,0,2026-09-01T04:18:26.232Z
p36,13,-1,2026-09-01T04:18:26.394Z
p36,14,1,2026-09-01T04:18:26.546Z
p36,15,1,2026-09-01T04:18:26.701Z
p36,16,1,2026-09-01T04:18:26.857Z
p36,17,1,2026-09-01T04:18:26.973Z
p36,18,1,2026-09-01T04:18:27.109Z
p36,19,0,2026-09-01T04:18:27.276Z
p36,20,1,2026-09-01T04:18:27.426Z
p36,21,1,2026-09-01T04:18:27.582Z
p36,22,1,2026-09-01T04:18:27.791Z
p36,23,1,2026-09-01T04:18:27.932Z
p36,24,0,2026-09-01T04:18:28.065Z
p37,1,1,2026-09-01T04:18:24.733Z
p37,2,1,2026-09-01T04:18:24.891Z
p37,3,1,2026-09-01T04:18:24.994Z
p37,4,1,2026-09-01T04:18:25.132Z
p37,5,-1,2026-09-01T04:18:25.310Z
p37,6,-1,2026-09-01T04:18:25.465Z
p37,7,1,2026-09-01T04:18:25.647Z
p37,8,1,2026-09-01T04:18:25.851Z
p37,9,1,2026-09-01T04:18:26.017Z
p37,10,0,2026-09-01T04:18:26.138Z
p37,11,1,2026-09-01T04:18:26.272Z
p37,12,-1,2026-09-01T04:18:26.421Z
p37,13,-1,2026-09-01T04:18:26.574Z
p37,14,-1,2026-09-01T04:18:26.734Z
p37,15,1,2026-09-01T04:18:26.895Z
p37,16,1,2026-09-01T04:18:27.037Z
p37,17,1,2026-09-01T04:18:27.214Z
p37,18,1,2026-09-01T04:18:27.395Z
p37,19,1,2026-09-01T04:18:27.551Z
p37,20,1,2026-09-01T04:18:27.674Z
p37,21,-1,2026-09-01T04:18:27.829Z
p37,22,1,2026-09-01T04:18:28.027Z
p37,23,1,2026-09-01T04:18:28.188Z
p37,24,1,2026-09-01T04:18:28.338Z
p38,1,1,2026-09-01T04:18:24.823Z
p38,2,1,2026-09-01T04:18:24.986Z
p38,3,1,2026-09-01T04:18:25.097Z
p38,4,0,2026-09-01T04:18:25.230Z
p38,5,0,2026-09-01T04:18:25.379Z
p38,6,-1,2026-09-01T04:18:25.544Z
p38,7,1,2026-09-01T04:18:25.652Z
p38,8,-1,2026-09-01T04:18:25.755Z
p38,9,1,2026-09-01T04:18:25.863Z
p38,10,1,2026-09-01T04:18:25.983Z
p38,11,1,2026-09-01T04:18:26.105Z
p38,12,1,2026-09-01T04:18:26.259Z
p38,13,-1,2026-09-01T04:18:26.453Z
p38,14,0,2026-09-01T04:18:26.631Z
p38,15,1,2026-09-01T04:18:26.826Z
p38,16,1,2026-09-01T04:18:27.005Z
p38,17,1,2026-09-01T04:18:27.176Z
p38,18,1,2026-09-01T04:18:27.340Z
p38,19,-1,2026-09-01T04:18:27.490Z
p38,20,0,2026-09-01T04:18:27.612Z
p38,21,0,2026-09-01T04:18:27.771Z
p38,22,0,2026-09-01T04:18:27.932Z
p38,23,0,2026-09-01T04:18:28.097Z
p38,24,1,2026-09-01T04:18:28.273Z
p39,1,-1,2026-09-01T04:18:24.828Z
p39,2,1,2026-09-01T04:18:25.028Z
p39,3,1,2026-09-01T04:18:25.226Z
p39,4,0,2026-09-01T04:18:25.375Z
p39,5,1,2026-09-01T04:18:25.485Z
p39,6,0,2026-09-01T04:18:25.648Z
p39,7,1,2026-09-01T04:18:25.849Z
p39,8,1,2026-09-01T04:18:26.046Z
p39,9,-1,2026-09-01T04:18:26.232Z
p39,10,1,2026-09-01T04:18:26.363Z
p39,11,1,2026-09-01T04:18:26.516Z
p39,12,-1,2026-09-01T04:18:26.721Z
p39,13,-1,2026-09-01T04:18:26.891Z
p39,14,0,2026-09-01T04:18:27.039Z
p39,15,1,2026-09-01T04:18:27.186Z
p39,16,1,2026-09-01T04:18:27.308Z
p39,17,-1,2026-09-01T04:18:27.426Z
p39,18,1,2026-09-01T04:18:27.583Z
p39,19,-1,2026-09-01T04:18:27.740Z
p39,20,-1,2026-09-01T04:18:27.866Z
p39,21,0,2026-09-01T04:18:28.032Z
p39,22,-1,2026-09-01T04:18:28.188Z
p39,23,1,2026-09-01T04:18:28.342Z
p39,24,1,2026-09-01T04:18:28.503Z
p40,1,1,2026-09-01T04:18:25.485Z
p40,2,1,2026-09-01T04:18:25.647Z
p40,3,1,2026-09-01T04:18:25.802Z
p40,4,-1,2026-09-01T04:18:25.921Z
p40,5,1,2026-09-01T04:18:26.043Z
p40,6,-1,2026-09-01T04:18:26.169Z
p40,7,1,2026-09-01T04:18:26.295Z
p40,8,0,2026-09-01T04:18:26.449Z
p40,9,0,2026-09-01T04:18:26.603Z
p40,10,1,2026-09-01T04:18:26.737Z
p40,11,1,2026-09-01T04:18:26.894Z
p40,12,-1,2026-09-01T04:18:27.048Z
p40,13,-1,2026-09-01T04:18:27.186Z
p40,14,1,2026-09-01T04:18:27.340Z
p40,15,0,2026-09-01T04:18:27.520Z
p40,16,1,2026-09-01T04:18:27.702Z
p40,17,0,2026-09-01T04:18:27.866Z
p40,18,1,2026-09-01T04:18:28.002Z
p40,19,-1,2026-09-01T04:18:28.160Z
p40,20,1,2026-09-01T04:18:28.341Z
p40,21,0,2026-09-01T04:18:28.504Z
p40,22,1,2026-09-01T04:18:28.634Z
p40,23,1,2026-09-01T04:18:28.785Z
p40,24,1,2026-09-01T04:18:28.885Z
p41,1,1,2026-09-01T04:18:27.673Z
p41,2,1,2026-09-01T04:18:27.801Z
p41,3,-1,2026-09-01T04:18:27.932Z
p41,4,0,2026-09-01T04:18:28.097Z
p41,5,1,2026-09-01T04:18:28.272Z
p41,6,1,2026-09-01T04:18:28.442Z
p41,7,1,2026-09-01T04:18:28.594Z
p41,8,1,2026-09-01T04:18:28.722Z
p41,9,0,2026-09-01T04:18:28.875Z
p41,10,0,2026-09-01T04:18:29.032Z
p41,11,1,2026-09-01T04:18:29.158Z
p41,12,-1,2026-09-01T04:18:29.299Z
p41,13,0,2026-09-01T04:18:29.456Z
p41,14,1,2026-09-01T04:18:29.609Z
p41,15,1,2026-09-01T04:18:29.709Z
p41,16,-1,2026-09-01T04:18:29.840Z
p41,17,-1,2026-09-01T04:18:29.998Z
p41,18,1,2026-09-01T04:18:30.132Z
p41,19,0,2026-09-01T04:18:30.269Z
p41,20,1,2026-09-01T04:18:30.412Z
p41,21,1,2026-09-01T04:18:30.543Z
p41,22,1,2026-09-01T04:18:30.716Z
p41,23,1,2026-09-01T04:18:30.884Z
p41,24,1,2026-09-01T04:18:31.055Z
p42,1,1,2026-09-01T04:18:27.794Z
p42,2,1,2026-09-01T04:18:27.938Z
p42,3,1,2026-09-01T04:18:28.065Z
p42,4,1,2026-09-01T04:18:28.188Z
p42,5,1,2026-09-01T04:18:28.338Z
p42,6,-1,2026-09-01T04:18:28.500Z
p42,7,1,2026-09-01T04:18:28.689Z
p42,8,1,2026-09-01T04:18:28.878Z
p42,9,1,2026-09-01T04:18:29.039Z
p42,10,1,2026-09-01T04:18:29.166Z
p42,11,1,2026-09-01T04:18:29.301Z
p42,12,-1,2026-09-01T04:18:29.458Z
p42,13,-1,2026-09-01T04:18:29.639Z
p42,14,1,2026-09-01T04:18:29.827Z
p42,15,1,2026-09-01T04:18:29.963Z
p42,16,-1,2026-09-01T04:18:30.116Z
p42,17,1,2026-09-01T04:18:30.300Z
p42,18,1,2026-09-01T04:18:30.474Z
p42,19,0,2026-09-01T04:18:30.602Z
p42,20,1,2026-09-01T04:18:30.708Z
p42,21,-1,2026-09-01T04:18:30.879Z
p42,22,1,2026-09-01T04:18:31.118Z
p42,23,0,2026-09-01T04:18:31.277Z
p42,24,1,2026-09-01T04:18:31.393Z
p43,1,1,2026-09-01T04:18:27.994Z
p43,2,-1,2026-09-01T04:18:28.128Z
p43,3,1,2026-09-01T04:18:28.247Z
p43,4,0,2026-09-01T04:18:28.353Z
p43,5,0,2026-09-01T04:18:28.467Z
p43,6,-1,2026-09-01T04:18:28.626Z
p43,7,0,2026-09-01T04:18:28.816Z
p43,8,0,2026-09-01T04:18:28.970Z
p43,9,1,2026-09-01T04:18:29.130Z
p43,10,0,2026-09-01T04:18:29.299Z
p43,11,1,2026-09-01T04:18:29.460Z
p43,12,-1,2026-09-01T04:18:29.607Z
p43,13,-1,2026-09-01T04:18:29.796Z
p43,14,0,2026-09-01T04:18:29.994Z
p43,15,1,2026-09-01T04:18:30.129Z
p43,16,-1,2026-09-01T04:18:30.271Z
p43,17,-1,2026-09-01T04:18:30.414Z
p43,18,0,2026-09-01T04:18:30.621Z
p43,19,1,2026-09-01T04:18:30.791Z
p43,20,1,2026-09-01T04:18:30.903Z
p43,21,1,2026-09-01T04:18:31.044Z
p43,22,0,2026-09-01T04:18:31.241Z
p43,23,-1,2026-09-01T04:18:31.393Z
p43,24,1,2026-09-01T04:18:31.498Z
p44,1,1,2026-09-01T04:18:28.215Z
p44,2,0,2026-09-01T04:18:28.377Z
p44,3,1,2026-09-01T04:18:28.531Z
p44,4,1,2026-09-01T04:18:28.660Z
p44,5,0,2026-09-01T04:18:28.817Z
p44,6,0,2026-09-01T04:18:29.002Z
p44,7,1,2026-09-01T04:18:29.166Z
p44,8,1,2026-09-01T04:18:29.299Z
p44,9,0,2026-09-01T04:18:29.428Z
p44,10,1,2026-09-01T04:18:29.550Z
p44,11,1,2026-09-01T04:18:29.702Z
p44,12,-1,2026-09-01T04:18:29.892Z
p44,13,-1,2026-09-01T04:18:30.056Z
p44,14,-1,2026-09-01T04:18:30.193Z
p44,15,0,2026-09-01T04:18:30.319Z
p44,16,1,2026-09-01T04:18:30.480Z
p44,17,1,2026-09-01T04:18:30.634Z
p44,18,1,2026-09-01T04:18:30.790Z
p44,19,-1,2026-09-01T04:18:30.903Z
p44,20,0,2026-09-01T04:18:31.016Z
p44,21,0,2026-09-01T04:18:31.180Z
p44,22,0,2026-09-01T04:18:31.368Z
p44,23,1,2026-09-01T04:18:31.534Z
p44,24,1,2026-09-01T04:18:31.711Z
p45,1,-1,2026-09-01T04:18:28.410Z
p45,2,1,2026-09-01T04:18:28.530Z
p45,3,0,2026-09-01T04:18:28.661Z
p45,4,-1,2026-09-01T04:18:28.784Z
p45,5,-1,2026-09-01T04:18:28.913Z
p45,6,-1,2026-09-01T04:18:29.066Z
p45,7,1,2026-09-01T04:18:29.229Z
p45,8,-1,2026-09-01T04:18:29.424Z
p45,9,1,2026-09-01T04:18:29.612Z
p45,10,-1,2026-09-01T04:18:29.798Z
p45,11,1,2026-09-01T04:18:29.963Z
p45,12,-1,2026-09-01T04:18:30.117Z
p45,13,0,2026-09-01T04:18:30.270Z
p45,14,0,2026-09-01T04:18:30.413Z
p45,15,1,2026-09-01T04:18:30.572Z
p45,16,-1,2026-09-01T04:18:30.697Z
p45,17,-1,2026-09-01T04:18:30.840Z
p45,18,1,2026-09-01T04:18:31.022Z
p45,19,1,2026-09-01T04:18:31.213Z
p45,20,1,2026-09-01T04:18:31.395Z
p45,21,1,2026-09-01T04:18:31.562Z
p45,22,1,2026-09-01T04:18:31.682Z
p45,23,1,2026-09-01T04:18:31.809Z
p45,24,0,2026-09-01T04:18:31.914Z
p46,1,0,2026-09-01T04:18:28.495Z
p46,2,1,2026-09-01T04:18:28.692Z
p46,3,0,2026-09-01T04:18:28.875Z
p46,4,1,2026-09-01T04:18:29.038Z
p46,5,1,2026-09-01T04:18:29.167Z
p46,6,0,2026-09-01T04:18:29.299Z
p46,7,1,2026-09-01T04:18:29.456Z
p46,8,-1,2026-09-01T04:18:29.608Z
p46,9,1,2026-09-01T04:18:29.736Z
p46,10,1,2026-09-01T04:18:29.898Z
p46,11,1,2026-09-01T04:18:30.022Z
p46,12,-1,2026-09-01T04:18:30.131Z
p46,13,-1,2026-09-01T04:18:30.269Z
p46,14,-1,2026-09-01T04:18:30.386Z
p46,15,1,2026-09-01T04:18:30.523Z
p46,16,-1,2026-09-01T04:18:30.692Z
p46,17,0,2026-09-01T04:18:30.840Z
p46,18,1,2026-09-01T04:18:30.990Z
p46,19,1,2026-09-01T04:18:31.151Z
p46,20,1,2026-09-01T04:18:31.335Z
p46,21,1,2026-09-01T04:18:31.524Z
p46,22,1,2026-09-01T04:18:31.683Z
p46,23,0,2026-09-01T04:18:31.810Z
p46,24,1,2026-09-01T04:18:31.986Z
p47,1,1,2026-09-01T04:18:28.604Z
p47,2,1,2026-09-01T04:18:28.723Z
p47,3,1,2026-09-01T04:18:28.878Z
p47,4,-1,2026-09-01T04:18:29.039Z
p47,5,1,2026-09-01T04:18:29.139Z
p47,6,-1,2026-09-01T04:18:29.241Z
p47,7,-1,2026-09-01T04:18:29.365Z
p47,8,1,2026-09-01T04:18:29.515Z
p47,9,1,2026-09-01T04:18:29.699Z
p47,10,1,2026-09-01T04:18:29.860Z
p47,11,1,2026-09-01T04:18:29.990Z
p47,12,-1,2026-09-01T04:18:30.149Z
p47,13,-1,2026-09-01T04:18:30.287Z
p47,14,0,2026-09-01T04:18:30.400Z
p47,15,-1,2026-09-01T04:18:30.575Z
p47,16,0,2026-09-01T04:18:30.747Z
p47,17,1,2026-09-01T04:18:30.932Z
p47,18,1,2026-09-01T04:18:31.086Z
p47,19,1,2026-09-01T04:18:31.239Z
p47,20,1,2026-09-01T04:18:31.421Z
p47,21,0,2026-09-01T04:18:31.620Z
p47,22,1,2026-09-01T04:18:31.770Z
p47,23,0,2026-09-01T04:18:31.896Z
p47,24,1,2026-09-01T04:18:32.062Z
p48,1,1,2026-09-01T04:18:28.982Z
p48,2,1,2026-09-01T04:18:29.134Z
p48,3,1,2026-09-01T04:18:29.330Z
p48,4,1,2026-09-01T04:18:29.486Z
p48,5,0,2026-09-01T04:18:29.608Z
p48,6,-1,2026-09-01T04:18:29.741Z
p48,7,1,2026-09-01T04:18:29.898Z
p48,8,-1,2026-09-01T04:18:30.050Z
p48,9,-1,2026-09-01T04:18:30.212Z
p48,10,1,2026-09-01T04:18:30.381Z
p48,11,1,2026-09-01T04:18:30.575Z
p48,12,1,2026-09-01T04:18:30.732Z
p48,13,0,2026-09-01T04:18:30.904Z
p48,14,1,2026-09-01T04:18:31.055Z
p48,15,0,2026-09-01T04:18:31.180Z
p48,16,1,2026-09-01T04:18:31.304Z
p48,17,0,2026-09-01T04:18:31.431Z
p48,18,1,2026-09-01T04:18:31.562Z
p48,19,1,2026-09-01T04:18:31.683Z
p48,20,1,2026-09-01T04:18:31.837Z
p48,21,-1,2026-09-01T04:18:31.973Z
p48,22,1,2026-09-01T04:18:32.093Z
p48,23,0,2026-09-01T04:18:32.214Z
p48,24,1,2026-09-01T04:18:32.430Z
